State,Province,City,Date,Average_Value,Max_Value_of_the_Day,Hour_of_Max_Value ,Pollutant_AQI,Pollutant_Type
ST42,COT114,CT15,2008-11-04,0.014813,0.03,12,24,B
ST42,COT114,CT15,2009-05-16,0.037083,0.08,10,111,B
ST42,COT114,CT15,2009-06-16,0.020042,0.04,10,37,B
ST42,COT114,CT15,2009-11-16,0.01475,0.03,10,31,B
ST42,COT114,CT15,2010-03-09,0.02425,0.04,9,35,B
ST42,COT114,CT15,2010-07-06,0.029792,0.05,11,44,B
ST42,COT114,CT15,2010-08-12,0.029167,0.06,11,77,B
ST42,COT114,CT15,2010-10-05,0.022846,0.02,22,22,B
ST42,COT114,CT15,2010-10-07,0.019333,0.04,8,31,B
ST42,COT114,CT15,2010-10-11,0.023458,0.05,10,47,B
ST42,COT114,CT15,2011-03-02,0.011583,0.02,9,22,B
ST42,COT114,CT15,2011-03-10,0.018333,0.04,10,31,B
ST42,COT114,CT15,2011-04-23,0.038583,0.05,11,42,B
ST42,COT114,CT15,2012-02-01,0.010333,0.02,12,20,B
ST42,COT114,CT15,2012-02-09,0.015571,0.03,9,27,B
ST42,COT114,CT15,2012-04-11,0.033042,0.04,9,36,B
ST42,COT114,CT15,2013-01-09,0.012833,0.02,9,19,B
ST42,COT114,CT15,2013-02-15,0.040167,0.05,7,44,B
ST42,COT114,CT15,2013-11-09,0.02525,0.05,10,44,B
ST42,COT114,CT15,2014-01-28,0.0119,0.03,9,25,B
ST42,COT114,CT15,2014-07-26,0.037708,0.07,10,115,B
ST42,COT114,CT15,2014-12-22,0.015875,0.04,23,34,B
ST42,COT114,CT15,2015-05-28,0.031,0.07,11,100,B
ST42,COT114,CT15,2015-12-06,0.013167,0.03,9,31,B
ST42,COT114,CT79,2000-06-29,0.033958,0.06,9,47,B
ST42,COT114,CT79,2001-01-26,0.018167,0.02,22,22,B
ST42,COT114,CT79,2001-02-10,0.031333,0.03,4,29,B
ST42,COT114,CT79,2001-09-13,0.031,0.04,12,39,B
ST42,COT114,CT79,2001-09-26,0.014083,0.03,9,23,B
ST42,COT114,CT79,2002-01-11,0.012125,0.03,10,28,B
ST42,COT114,CT79,2002-03-23,0.028583,0.04,8,31,B
ST42,COT114,CT79,2002-05-16,0.043292,0.07,8,84,B
ST42,COT114,CT79,2002-06-15,0.079542,0.1,12,187,B
ST42,COT114,CT79,2002-11-08,0.015708,0.02,4,16,B
ST42,COT114,CT79,2002-11-20,0.010625,0.03,9,24,B
ST42,COT114,CT79,2003-01-20,0.015167,0.03,9,30,B
ST42,COT114,CT79,2003-07-18,0.051042,0.07,11,93,B
ST42,COT114,CT79,2003-10-14,0.032667,0.06,11,51,B
ST42,COT114,CT79,2003-10-29,0.0475,0.07,9,87,B
ST42,COT114,CT79,2004-01-15,0.010333,0.03,10,23,B
ST42,COT114,CT79,2004-03-18,0.024917,0.05,8,44,B
ST42,COT114,CT79,2004-05-13,0.046583,0.07,14,87,B
ST42,COT114,CT79,2004-10-21,0.024125,0.04,10,36,B
ST42,COT114,CT79,2004-10-28,0.026,0.04,10,33,B
ST42,COT114,CT79,2005-01-18,0.001688,0.01,5,6,B
ST42,COT114,CT79,2005-05-06,0.029667,0.04,7,33,B
ST42,COT114,CT79,2005-09-22,0.026625,0.05,10,44,B
ST42,COT114,CT79,2006-02-03,0.012,0.03,10,25,B
ST42,COT114,CT79,2006-05-07,0.057,0.08,11,104,B
ST42,COT114,CT79,2006-05-23,0.036542,0.05,10,46,B
ST42,COT114,CT79,2006-05-26,0.055417,0.06,9,61,B
ST42,COT114,CT79,2006-06-08,0.046375,0.06,16,61,B
ST42,COT114,CT79,2006-10-16,0.022958,0.03,7,27,B
ST42,COT114,CT79,2007-01-24,0.008958,0.02,9,21,B
ST42,COT114,CT79,2007-05-02,0.036458,0.04,8,39,B
ST42,COT114,CT79,2008-01-27,0.039292,0.04,17,36,B
ST42,COT114,CT79,2008-04-25,0.039875,0.06,13,61,B
ST42,COT114,CT79,2008-06-04,0.055667,0.06,12,74,B
ST42,COT114,CT79,2009-01-22,0.016083,0.03,9,25,B
ST42,COT114,CT79,2009-01-24,0.023667,0.03,9,26,B
ST42,COT114,CT79,2009-08-28,0.036958,0.06,9,74,B
ST42,COT114,CT79,2009-10-20,0.039583,0.05,8,43,B
ST42,COT114,CT79,2009-10-24,0.039708,0.05,10,47,B
ST42,COT114,CT79,2010-02-11,0.017375,0.03,10,31,B
ST42,COT114,CT79,2010-02-27,0.031542,0.04,10,32,B
ST42,COT114,CT79,2010-03-11,0.02325,0.04,10,40,B
ST42,COT114,CT79,2011-02-05,0.017208,0.03,10,30,B
ST42,COT114,CT79,2011-06-01,0.045667,0.05,12,44,B
ST42,COT114,CT79,2011-07-27,0.036958,0.06,16,51,B
ST42,COT114,CT79,2011-09-04,0.035208,0.05,11,42,B
ST42,COT114,CT79,2011-11-16,0.012348,0.03,10,26,B
ST42,COT114,CT79,2012-05-11,0.052458,0.06,9,74,B
ST42,COT114,CT79,2012-10-04,0.0465,0.06,10,50,B
ST42,COT114,CT79,2012-10-09,0.043375,0.05,15,43,B
ST42,COT114,CT79,2013-02-23,0.045,0.05,11,51,B
ST42,COT114,CT79,2013-04-21,0.058417,0.07,10,129,B
ST42,COT114,CT79,2013-04-25,0.041708,0.05,10,51,B
ST42,COT114,CT79,2013-09-10,0.041958,0.06,9,74,B
ST42,COT114,CT79,2013-11-22,0.030417,0.03,23,30,B
ST42,COT114,CT79,2014-03-29,0.041375,0.06,10,64,B
ST42,COT114,CT79,2014-10-03,0.022583,0.05,10,47,B
ST42,COT114,CT79,2015-03-05,0.0215,0.04,10,41,B
ST42,COT114,CT79,2015-06-11,0.050208,0.07,10,93,B
ST42,COT114,CT79,2016-01-05,0.030958,0.03,19,32,B
ST42,COT114,CT79,2016-02-20,0.025944,0.05,10,44,B
ST42,COT117,CT103,2007-12-14,0.002417,0.01,11,6,B
ST42,COT117,CT103,2008-02-21,0.026417,0.04,20,31,B
ST42,COT117,CT103,2008-04-11,0.014875,0.04,10,33,B
ST42,COT117,CT103,2008-05-14,0.009583,0.02,10,19,B
ST42,COT117,CT103,2008-06-08,0.017083,0.02,9,22,B
ST42,COT117,CT103,2008-06-09,0.007706,0.01,14,12,B
ST42,COT117,CT103,2008-07-03,0.010542,0.01,10,13,B
ST42,COT117,CT103,2009-05-07,0.015167,0.02,11,21,B
ST42,COT117,CT103,2009-10-15,0.004458,0.01,13,8,B
ST42,COT117,CT103,2010-02-08,0.01725,0.03,10,24,B
ST42,COT117,CT103,2010-03-22,0.014958,0.03,9,24,B
ST42,COT117,CT103,2010-04-12,0.031833,0.04,12,35,B
ST42,COT117,CT103,2010-04-28,0.034111,0.04,16,35,B
ST42,COT117,CT103,2010-08-29,0.024208,0.02,0,22,B
ST42,COT117,CT103,2010-09-13,0.034167,0.03,0,31,B
ST42,COT117,CT11,2002-08-09,0.023167,0.05,10,47,B
ST42,COT117,CT11,2002-09-03,0.022208,0.03,8,24,B
ST42,COT117,CT11,2002-11-14,0.010292,0.02,23,17,B
ST42,COT117,CT11,2003-03-15,0.032542,0.05,10,41,B
ST42,COT117,CT11,2003-04-30,0.028684,0.04,8,33,B
ST42,COT117,CT11,2011-01-22,0.007417,0.02,23,17,B
ST42,COT117,CT11,2011-04-29,0.030917,0.04,23,31,B
ST42,COT117,CT11,2011-10-24,0.021292,0.03,8,23,B
ST42,COT117,CT11,2012-05-16,0.032,0.03,0,30,B
ST42,COT117,CT11,2012-06-23,0.026083,0.03,7,25,B
ST42,COT117,CT11,2012-08-06,0.015542,0.02,0,19,B
ST42,COT117,CT11,2013-07-22,0.019083,0.02,8,19,B
ST42,COT117,CT11,2013-09-17,0.017792,0.03,9,22,B
ST42,COT117,CT11,2013-09-24,0.0286,0.03,10,28,B
ST42,COT117,CT11,2013-10-03,0.02675,0.03,16,25,B
ST42,COT117,CT11,2014-01-14,0.00375,0.01,8,9,B
ST42,COT117,CT11,2014-09-27,0.022125,0.03,9,26,B
ST42,COT117,CT11,2015-01-17,0.007667,0.02,9,15,B
ST42,COT117,CT11,2015-04-28,0.024167,0.03,22,30,B
ST42,COT117,CT11,2015-10-31,0.01325,0.02,10,18,B
ST42,COT117,CT11,2016-02-23,0.007583,0.02,11,19,B
ST42,COT18,CT03,2000-01-03,0.013458,0.02,9,22,B
ST42,COT18,CT03,2000-05-09,0.015583,0.02,11,23,B
ST42,COT18,CT03,2001-01-20,0.014083,0.02,8,19,B
ST42,COT18,CT03,2001-04-28,0.03825,0.05,11,45,B
ST42,COT18,CT03,2001-07-06,0.021375,0.03,14,24,B
ST42,COT18,CT03,2001-09-30,0.036208,0.06,10,51,B
ST42,COT18,CT03,2001-10-22,0.022542,0.04,10,33,B
ST42,COT18,CT03,2002-02-02,0.021,0.03,9,29,B
ST42,COT18,CT03,2002-03-09,0.023167,0.04,11,33,B
ST42,COT18,CT03,2002-03-18,0.017,0.02,0,16,B
ST42,COT18,CT03,2002-06-03,0.024375,0.04,9,36,B
ST42,COT18,CT03,2002-06-10,0.03,0.05,9,41,B
ST42,COT18,CT03,2003-01-06,0.036875,0.04,0,33,B
ST42,COT18,CT03,2003-09-09,0.028158,0.05,9,40,B
ST42,COT18,CT03,2003-11-10,0.01275,0.03,10,25,B
ST42,COT18,CT03,2004-01-04,0.023333,0.03,8,29,B
ST42,COT21,CT94,2000-03-03,0.015692,0.02,14,22,B
ST42,COT21,CT94,2000-05-26,0.03425,0.04,8,42,B
ST42,COT21,CT94,2000-06-06,0.036083,0.05,10,45,B
ST42,COT21,CT94,2000-07-01,0.04425,0.05,22,42,B
ST42,COT21,CT94,2000-07-08,0.03325,0.03,12,31,B
ST42,COT21,CT94,2000-08-31,0.0305,0.03,9,31,B
ST42,COT21,CT94,2001-04-03,0.041292,0.04,21,38,B
ST42,COT21,CT94,2001-05-16,0.051333,0.06,8,49,B
ST42,COT21,CT94,2002-03-31,0.04525,0.05,11,45,B
ST42,COT21,CT94,2002-06-07,0.035833,0.04,9,33,B
ST42,COT21,CT94,2002-10-19,0.024208,0.05,12,43,B
ST42,COT21,CT94,2002-10-29,0.038083,0.05,8,47,B
ST42,COT21,CT94,2003-04-13,0.035333,0.04,8,36,B
ST42,COT21,CT94,2003-04-20,0.048625,0.06,10,71,B
ST42,COT21,CT94,2003-06-28,0.053542,0.06,9,54,B
ST42,COT21,CT94,2003-12-14,0.012958,0.03,10,26,B
ST42,COT21,CT94,2004-03-17,0.047292,0.06,13,58,B
ST42,COT21,CT94,2004-07-28,0.045875,0.05,22,42,B
ST42,COT21,CT94,2005-03-31,0.014,0.01,23,12,B
ST42,COT21,CT94,2005-12-17,0.014667,0.03,9,30,B
ST42,COT21,CT94,2006-03-06,0.026667,0.04,10,35,B
ST42,COT21,CT94,2006-06-08,0.042333,0.04,14,41,B
ST42,COT21,CT94,2006-09-29,0.026958,0.04,10,40,B
ST42,COT21,CT94,2006-10-09,0.039708,0.05,10,42,B
ST42,COT21,CT94,2006-10-28,0.016292,0.04,9,33,B
ST42,COT21,CT94,2007-04-04,0.044042,0.05,9,41,B
ST42,COT21,CT94,2007-05-13,0.045875,0.05,8,45,B
ST42,COT21,CT94,2007-10-24,0.003542,0.01,8,6,B
ST42,COT21,CT94,2008-10-14,0.023792,0.05,10,42,B
ST42,COT21,CT94,2009-03-13,0.037042,0.05,10,43,B
ST42,COT21,CT94,2009-06-05,0.021833,0.02,9,21,B
ST42,COT21,CT94,2009-07-16,0.0295,0.04,10,36,B
ST42,COT21,CT94,2009-08-07,0.0215,0.03,11,25,B
ST42,COT21,CT94,2009-09-20,0.039417,0.05,8,43,B
ST42,COT21,CT94,2010-04-13,0.029083,0.04,9,38,B
ST42,COT21,CT94,2010-06-30,0.041292,0.05,10,42,B
ST42,COT21,CT94,2010-07-01,0.038875,0.05,8,42,B
ST42,COT21,CT94,2010-08-17,0.031,0.04,11,36,B
ST42,COT21,CT94,2010-11-23,0.02725,0.03,14,31,B
ST42,COT21,CT94,2011-12-27,0.0065,0.02,9,15,B
ST42,COT21,CT94,2012-05-25,0.0405,0.04,0,36,B
ST42,COT21,CT94,2012-10-30,0.028538,0.04,12,31,B
ST42,COT21,CT94,2013-01-30,0.010167,0.02,9,25,B
ST42,COT21,CT94,2013-07-06,0.026833,0.03,8,27,B
ST42,COT21,CT94,2013-08-10,0.035714,0.04,10,39,B
ST42,COT21,CT94,2014-01-27,0.021381,0.04,10,38,B
ST42,COT21,CT94,2014-04-30,0.054368,0.07,12,90,B
ST42,COT21,CT94,2014-05-20,0.034619,0.03,9,34,B
ST42,COT21,CT94,2014-10-13,0.036286,0.04,10,44,B
ST42,COT21,CT94,2015-01-14,0.012458,0.03,10,28,B
ST42,COT21,CT94,2015-03-01,0.034048,0.04,11,39,B
ST42,COT21,CT94,2015-03-18,0.043095,0.04,7,42,B
ST42,COT21,CT94,2015-09-13,0.033833,0.04,8,38,B
ST42,COT23,CT28,2000-03-08,0.010208,0.02,11,17,B
ST42,COT23,CT28,2000-12-13,0.00475,0.01,8,10,B
ST42,COT23,CT28,2001-01-28,0.008625,0.02,10,19,B
ST42,COT23,CT28,2001-03-29,0.018542,0.02,9,22,B
ST42,COT23,CT28,2001-06-18,0.02225,0.05,10,44,B
ST42,COT23,CT28,2001-07-15,0.040083,0.05,9,47,B
ST42,COT23,CT28,2001-09-01,0.019,0.04,10,39,B
ST42,COT23,CT28,2001-10-11,0.014333,0.03,10,31,B
ST42,COT23,CT28,2001-12-22,0.008,0.01,8,12,B
ST42,COT23,CT28,2002-04-02,0.032,0.04,12,37,B
ST42,COT23,CT28,2002-10-28,0.014833,0.03,10,26,B
ST42,COT23,CT28,2003-01-05,0.01325,0.03,21,23,B
ST42,COT23,CT28,2004-04-26,0.032417,0.06,11,64,B
ST42,COT23,CT28,2004-06-18,0.031167,0.04,11,39,B
ST42,COT23,CT28,2004-07-24,0.0455,0.06,9,51,B
ST42,COT23,CT28,2004-09-20,0.036458,0.06,11,49,B
ST42,COT23,CT28,2004-11-15,0.013083,0.03,9,25,B
ST42,COT23,CT28,2004-11-22,0.0255,0.04,11,38,B
ST42,COT23,CT28,2004-12-12,0.028167,0.03,14,31,B
ST42,COT23,CT28,2004-12-23,0.005833,0.01,8,10,B
ST42,COT23,CT28,2005-01-05,0.007833,0.02,9,16,B
ST42,COT23,CT28,2005-01-17,0.005292,0.01,9,10,B
ST42,COT23,CT28,2005-02-22,0.023292,0.03,9,25,B
ST42,COT23,CT28,2005-04-22,0.032125,0.04,10,40,B
ST42,COT23,CT28,2005-05-15,0.037458,0.05,11,43,B
ST42,COT23,CT28,2005-07-03,0.032042,0.05,10,48,B
ST42,COT23,CT28,2005-11-09,0.00275,0.01,8,6,B
ST42,COT23,CT28,2005-12-15,0.017833,0.04,13,34,B
ST42,COT23,CT28,2006-05-11,0.030542,0.05,11,42,B
ST42,COT23,CT28,2006-06-25,0.030167,0.06,10,74,B
ST42,COT23,CT28,2006-09-09,0.040125,0.05,11,41,B
ST42,COT23,CT28,2006-10-03,0.023833,0.03,12,30,B
ST42,COT23,CT28,2006-10-24,0.016667,0.03,10,28,B
ST42,COT23,CT28,2007-02-02,0.007125,0.02,10,17,B
ST42,COT23,CT28,2007-04-12,0.043167,0.05,10,42,B
ST42,COT23,CT28,2007-08-24,0.037125,0.05,10,42,B
ST42,COT23,CT28,2007-09-29,0.0195,0.04,10,34,B
ST42,COT23,CT28,2007-10-23,0.005083,0.01,8,13,B
ST42,COT23,CT28,2007-11-20,0.022917,0.05,12,42,B
ST42,COT23,CT28,2008-02-05,0.015958,0.03,14,25,B
ST42,COT23,CT28,2008-02-20,0.012292,0.02,11,19,B
ST42,COT23,CT28,2008-03-20,0.013625,0.03,10,27,B
ST42,COT23,CT28,2008-04-08,0.026167,0.04,11,36,B
ST42,COT23,CT28,2008-08-01,0.034429,0.05,11,42,B
ST42,COT23,CT28,2008-08-07,0.033571,0.04,12,35,B
ST42,COT23,CT28,2008-09-04,0.022542,0.05,10,44,B
ST42,COT23,CT28,2008-09-10,0.043083,0.05,9,42,B
ST42,COT23,CT28,2008-09-17,0.034,0.05,11,42,B
ST42,COT23,CT28,2008-09-20,0.020542,0.03,11,28,B
ST42,COT23,CT28,2008-11-29,0.006792,0.02,10,16,B
ST42,COT23,CT28,2009-03-27,0.024,0.04,11,37,B
ST42,COT23,CT28,2009-05-02,0.018292,0.03,11,22,B
ST42,COT23,CT28,2009-05-23,0.046125,0.05,8,42,B
ST42,COT23,CT28,2009-06-03,0.015333,0.02,14,17,B
ST42,COT23,CT28,2009-07-06,0.017292,0.04,11,31,B
ST42,COT23,CT28,2009-09-08,0.029652,0.04,10,33,B
ST42,COT23,CT28,2010-03-22,0.025417,0.04,10,32,B
ST42,COT23,CT28,2010-06-09,0.0285,0.04,11,36,B
ST42,COT23,CT28,2010-11-19,0.035833,0.04,0,36,B
ST42,COT23,CT28,2011-01-06,0.013667,0.02,1,22,B
ST42,COT23,CT28,2011-01-07,0.012333,0.02,13,22,B
ST42,COT23,CT28,2011-01-23,0.02175,0.04,11,35,B
ST42,COT23,CT28,2011-02-25,0.021667,0.03,21,26,B
ST42,COT23,CT28,2011-06-08,0.040615,0.04,14,36,B
ST42,COT23,CT28,2011-07-08,0.019833,0.03,10,28,B
ST42,COT23,CT28,2011-10-15,0.031083,0.04,10,35,B
ST42,COT23,CT28,2011-10-19,0.016846,0.02,12,21,B
ST42,COT23,CT28,2011-12-22,0.007458,0.02,10,19,B
ST42,COT23,CT28,2012-05-20,0.039625,0.05,10,49,B
ST42,COT23,CT28,2012-05-27,0.032708,0.04,9,37,B
ST42,COT23,CT28,2012-09-28,0.02725,0.05,10,43,B
ST42,COT23,CT28,2013-01-22,0.0105,0.02,7,16,B
ST42,COT23,CT28,2013-03-20,0.017458,0.03,11,32,B
ST42,COT23,CT28,2013-08-29,0.024125,0.03,10,29,B
ST42,COT23,CT28,2013-09-15,0.026042,0.04,10,34,B
ST42,COT23,CT28,2013-12-02,0.005174,0.01,10,10,B
ST42,COT23,CT28,2014-07-04,0.0295,0.04,9,38,B
ST42,COT23,CT28,2014-08-29,0.033714,0.05,10,51,B
ST42,COT23,CT28,2014-09-24,0.025792,0.04,10,41,B
ST42,COT23,CT28,2014-11-21,0.019238,0.03,10,32,B
ST42,COT23,CT28,2015-02-28,0.035375,0.04,10,42,B
ST42,COT23,CT28,2015-03-30,0.042833,0.05,10,48,B
ST42,COT23,CT28,2015-05-27,0.0425,0.05,10,44,B
ST42,COT23,CT28,2015-10-06,0.028167,0.05,10,47,B
ST42,COT23,CT28,2015-11-06,0.023917,0.04,10,43,B
ST42,COT23,CT28,2015-11-09,0.036292,0.05,21,46,B
ST42,COT23,CT28,2015-12-17,0.015792,0.03,12,29,B
ST42,COT23,CT39,2001-11-23,0.017636,0.03,10,24,B
ST42,COT23,CT39,2002-08-05,0.020083,0.03,14,22,B
ST42,COT23,CT51,2000-07-18,0.0165,0.04,10,40,B
ST42,COT23,CT51,2000-10-01,0.029208,0.07,10,84,B
ST42,COT23,CT51,2000-10-20,0.016667,0.03,10,25,B
ST42,COT23,CT51,2000-12-17,0.010375,0.02,8,14,B
ST42,COT23,CT51,2001-01-20,0.009458,0.02,9,15,B
ST42,COT23,CT51,2001-01-30,0.007125,0.01,8,12,B
ST42,COT23,CT51,2001-02-24,0.016292,0.03,23,24,B
ST42,COT23,CT51,2001-03-26,0.018083,0.04,10,32,B
ST42,COT23,CT51,2001-05-13,0.035958,0.06,11,54,B
ST42,COT23,CT51,2002-03-11,0.01275,0.03,9,27,B
ST42,COT23,CT51,2002-04-12,0.016833,0.03,10,26,B
ST42,COT23,CT51,2002-08-30,0.020375,0.05,10,40,B
ST42,COT23,CT51,2002-10-14,0.012542,0.03,10,25,B
ST42,COT23,CT51,2002-12-15,0.009125,0.02,10,18,B
ST42,COT23,CT51,2003-05-31,0.04,0.07,11,87,B
ST42,COT23,CT51,2003-08-05,0.02,0.04,9,38,B
ST42,COT23,CT51,2003-12-21,0.009917,0.02,10,19,B
ST42,COT23,CT51,2004-03-01,0.0275,0.04,9,31,B
ST42,COT23,CT51,2004-09-24,0.023958,0.05,10,49,B
ST42,COT23,CT51,2005-01-16,0.007042,0.02,9,17,B
ST42,COT23,CT51,2005-03-26,0.021917,0.05,10,40,B
ST42,COT23,CT51,2005-03-31,0.018,0.04,10,36,B
ST42,COT23,CT51,2005-05-24,0.031875,0.05,10,43,B
ST42,COT23,CT51,2005-06-26,0.029958,0.06,10,48,B
ST42,COT23,CT51,2005-07-21,0.013,0.04,11,36,B
ST42,COT23,CT51,2005-07-22,0.024458,0.06,9,54,B
ST42,COT23,CT51,2006-03-11,0.023333,0.04,11,35,B
ST42,COT23,CT51,2006-03-19,0.024792,0.04,11,37,B
ST42,COT23,CT51,2006-06-04,0.041917,0.08,9,116,B
ST42,COT23,CT51,2006-06-06,0.0305,0.04,14,36,B
ST42,COT23,CT51,2006-07-02,0.047583,0.09,10,156,B
ST42,COT23,CT51,2007-03-14,0.015458,0.03,10,27,B
ST42,COT23,CT51,2007-03-18,0.039625,0.05,10,44,B
ST42,COT23,CT51,2007-07-25,0.033133,0.07,9,87,B
ST42,COT23,CT51,2007-09-05,0.018125,0.03,9,30,B
ST42,COT23,CT51,2007-10-04,0.026792,0.04,9,33,B
ST42,COT23,CT51,2008-01-05,0.02275,0.03,23,26,B
ST42,COT23,CT51,2008-01-09,0.005583,0.01,9,12,B
ST42,COT23,CT51,2008-04-25,0.038833,0.06,11,74,B
ST42,COT23,CT51,2008-09-02,0.02075,0.04,9,39,B
ST42,COT23,CT51,2009-01-08,0.003917,0.01,8,7,B
ST42,COT23,CT51,2009-02-27,0.012083,0.03,9,23,B
ST42,COT23,CT51,2009-04-15,0.03225,0.04,9,41,B
ST42,COT23,CT51,2009-05-30,0.049958,0.06,10,49,B
ST42,COT23,CT51,2009-09-22,0.018083,0.05,9,41,B
ST42,COT23,CT51,2009-12-17,0.004083,0.01,8,8,B
ST42,COT23,CT51,2010-01-31,0.012417,0.03,10,27,B
ST42,COT23,CT51,2010-03-13,0.018375,0.04,10,32,B
ST42,COT23,CT51,2010-04-01,0.025706,0.05,10,42,B
ST42,COT23,CT51,2010-04-08,0.022958,0.05,10,44,B
ST42,COT23,CT51,2012-05-09,0.02925,0.06,10,50,B
ST42,COT23,CT51,2013-03-23,0.035333,0.06,10,74,B
ST42,COT23,CT51,2013-05-22,0.040958,0.05,11,49,B
ST42,COT23,CT51,2013-07-15,0.030083,0.06,10,61,B
ST42,COT23,CT51,2013-11-04,0.040714,0.05,10,48,B
ST42,COT23,CT51,2013-11-06,0.024826,0.04,9,37,B
ST42,COT23,CT58,2000-03-13,0.025375,0.05,11,41,B
ST42,COT23,CT58,2000-04-22,0.035167,0.04,11,40,B
ST42,COT23,CT58,2000-05-04,0.049083,0.06,13,58,B
ST42,COT23,CT58,2000-05-31,0.042417,0.05,12,50,B
ST42,COT23,CT58,2000-10-14,0.019917,0.04,11,36,B
ST42,COT23,CT58,2001-01-20,0.005667,0.01,9,9,B
ST42,COT23,CT58,2001-11-06,0.021792,0.04,12,36,B
ST42,COT23,CT58,2001-11-26,0.008292,0.01,10,13,B
ST42,COT23,CT58,2003-03-01,0.0195,0.04,11,36,B
ST42,COT23,CT58,2003-03-20,0.017458,0.04,11,36,B
ST42,COT23,CT58,2003-04-07,0.016333,0.04,12,36,B
ST42,COT23,CT58,2003-07-04,0.021833,0.04,9,35,B
ST42,COT23,CT58,2004-01-09,0.005625,0.02,9,14,B
ST42,COT23,CT58,2004-03-12,0.022792,0.03,23,25,B
ST42,COT23,CT91,2000-02-27,0.018917,0.03,10,23,B
ST42,COT23,CT91,2000-04-05,0.024125,0.04,22,35,B
ST42,COT23,CT91,2000-06-15,0.024542,0.03,12,31,B
ST42,COT23,CT91,2000-11-17,0.008125,0.02,9,19,B
ST42,COT23,CT91,2000-12-11,0.003,0.01,9,7,B
ST42,COT23,CT91,2001-03-28,0.044542,0.05,21,46,B
ST42,COT23,CT91,2001-04-01,0.037208,0.04,10,36,B
ST42,COT23,CT91,2001-05-18,0.035208,0.05,21,39,B
ST42,COT23,CT91,2001-09-14,0.022375,0.04,10,36,B
ST42,COT23,CT91,2001-10-12,0.016625,0.03,11,25,B
ST42,COT23,CT91,2001-10-23,0.021333,0.03,23,29,B
ST42,COT23,CT91,2001-11-24,0.019708,0.03,21,26,B
ST42,COT23,CT91,2002-04-01,0.032625,0.04,23,32,B
ST42,COT23,CT91,2002-05-04,0.030625,0.04,11,36,B
ST42,COT23,CT91,2003-01-17,0.003417,0,6,4,B
ST42,COT23,CT91,2003-03-21,0.016292,0.03,10,28,B
ST42,COT23,CT91,2003-10-09,0.041083,0.05,15,47,B
ST42,COT23,CT91,2003-10-20,0.012667,0.03,11,27,B
ST42,COT23,CT91,2003-11-13,0.010208,0.02,8,19,B
ST42,COT23,CT91,2003-12-08,0.006708,0.01,8,12,B
ST42,COT23,CT91,2004-02-01,0.014708,0.03,10,29,B
ST42,COT23,CT91,2004-02-22,0.027667,0.03,8,28,B
ST42,COT23,CT91,2004-04-23,0.0255,0.04,13,38,B
ST42,COT23,CT91,2004-06-03,0.031333,0.04,13,35,B
ST42,COT23,CT91,2004-10-18,0.010625,0.02,8,15,B
ST42,COT23,CT91,2004-11-30,0.006542,0.01,9,11,B
ST42,COT23,CT91,2005-04-17,0.055625,0.06,21,77,B
ST42,COT23,CT91,2005-12-04,0.006958,0.02,8,15,B
ST42,COT23,CT91,2006-01-06,0.003708,0.01,8,7,B
ST42,COT23,CT91,2006-06-20,0.031833,0.04,11,33,B
ST42,COT23,CT91,2006-09-08,0.029833,0.03,10,28,B
ST42,COT23,CT91,2007-11-02,0.014708,0.03,12,24,B
ST42,COT23,CT91,2007-12-14,0.005125,0.01,8,9,B
ST42,COT23,CT91,2008-03-30,0.032917,0.04,10,38,B
ST42,COT23,CT91,2008-06-23,0.024458,0.04,11,34,B
ST42,COT23,CT91,2008-06-28,0.041,0.05,9,45,B
ST42,COT23,CT91,2009-01-16,0.003667,0.01,8,8,B
ST42,COT23,CT91,2009-05-11,0.048042,0.05,10,43,B
ST42,COT23,CT91,2009-06-09,0.023167,0.03,12,25,B
ST42,COT23,CT91,2009-08-23,0.028556,0.03,2,26,B
ST42,COT23,CT91,2009-08-28,0.024316,0.03,8,27,B
ST42,COT23,CT91,2009-09-28,0.03025,0.04,0,31,B
ST42,COT23,CT91,2010-02-08,0.012708,0.03,10,25,B
ST42,COT23,CT91,2010-03-15,0.02025,0.04,12,39,B
ST42,COT23,CT91,2010-04-02,0.027042,0.04,11,35,B
ST42,COT23,CT91,2010-05-23,0.032833,0.04,8,33,B
ST42,COT23,CT91,2010-08-09,0.022875,0.03,10,30,B
ST42,COT23,CT91,2010-08-30,0.017208,0.03,8,25,B
ST42,COT23,CT91,2010-10-04,0.019273,0.03,21,25,B
ST42,COT23,CT91,2010-11-20,0.0235,0.03,12,25,B
ST42,COT23,CT91,2011-02-08,0.013125,0.03,9,25,B
ST42,COT23,CT91,2011-03-07,0.03375,0.04,21,37,B
ST42,COT23,CT91,2011-06-14,0.02975,0.04,10,38,B
ST42,COT23,CT91,2011-08-14,0.038333,0.05,10,44,B
ST42,COT23,CT91,2011-09-26,0.03575,0.04,14,37,B
ST42,COT23,CT91,2011-10-21,0.026292,0.04,11,36,B
ST42,COT23,CT91,2011-10-30,0.019875,0.04,11,33,B
ST42,COT23,CT91,2011-12-05,0.00975,0.02,10,20,B
ST42,COT23,CT91,2012-08-01,0.025167,0.04,11,32,B
ST42,COT23,CT91,2012-11-07,0.026958,0.04,12,33,B
ST42,COT23,CT91,2012-11-22,0.014958,0.03,10,29,B
